BodyID	JointID	Confidance	X	Y	Z	Qw	Qx	Qy	Qz	X2DColor	Y2DColor	X2DDepth	Y2DDepth
1	0	0.666667	258.358704	-67.303459	1752.232056	0.805320	-0.123201	0.467252	-0.343448	1149.883667	843.527588	397.135040	318.265259
1	1	0.666667	310.702576	-178.061752	1644.552612	0.802447	-0.127069	0.466215	-0.350108	1187.465210	776.250854	417.094727	283.811279
1	2	0.666667	352.442932	-266.780640	1558.594849	0.872968	0.045354	0.355928	-0.330432	1220.917480	716.424805	434.331055	253.556595
1	3	0.666667	456.767609	-375.546936	1429.439331	0.896655	0.073751	0.351145	-0.259362	1306.740234	629.894165	475.775665	212.247299
1	4	0.666667	457.310272	-368.155304	1473.632568	0.827872	-0.239042	-0.489338	-0.134296	1298.880371	642.026245	471.938629	217.946472
1	5	0.666667	520.697998	-366.641296	1587.910645	0.546443	-0.473829	-0.672340	0.157624	1317.930908	659.653198	480.248535	227.073288
1	6	0.333333	532.376587	-162.153580	1735.808716	-0.463593	0.669480	0.477861	-0.329433	1303.285156	790.249817	472.754333	291.984985
1	7	0.333333	601.553772	38.284615	1736.225952	0.095272	0.341894	0.852433	0.383914	1347.044556	902.953003	491.176117	348.118042
1	8	0.333333	541.305115	101.515099	1747.260132	0.321768	-0.293598	0.870249	0.230069	1312.182983	938.710815	474.427734	365.750824
1	9	0.333333	480.005890	65.661079	1678.591309	0.321768	-0.293598	0.870249	0.230069	1286.945068	919.624451	463.522308	356.599426
1	10	0.333333	485.150726	80.229744	1712.636963	-0.063074	0.011439	0.919469	-0.387902	1284.971436	927.336060	462.248108	360.390289
1	11	0.666667	420.635529	-348.514709	1428.307129	0.058939	0.853718	-0.454818	0.246643	1283.108398	647.569336	464.901459	220.289795
1	12	0.666667	364.775177	-258.643524	1371.229492	-0.095546	-0.552307	0.814536	0.149531	1256.117554	699.646729	452.815155	245.756897
1	13	0.666667	460.445892	-19.678249	1373.680908	-0.130619	-0.325556	0.928722	0.120113	1329.230835	866.680054	486.119507	330.496063
1	14	0.666667	622.327576	116.903870	1338.377930	-0.198692	-0.354595	0.846419	0.344033	1463.964111	968.613525	541.668884	378.434174
1	15	0.666667	691.370605	181.064331	1328.328979	-0.139284	-0.489225	0.776416	0.372071	1523.790649	1019.178528	563.204407	400.231476
1	16	0.666667	738.222778	264.893188	1342.677124	-0.139284	-0.489225	0.776416	0.372071	1559.020996	1083.084961	573.159119	427.042480
1	17	0.666667	669.092834	212.123550	1334.957764	-0.105768	-0.658569	0.700658	-0.253334	1505.695435	1042.362793	555.169373	410.901550
1	18	0.666667	328.147919	-77.516747	1796.662476	0.669671	-0.099138	0.407526	-0.612890	1184.394165	838.934204	414.345062	315.986816
1	19	0.333333	358.680481	252.489685	1951.951660	0.841269	0.049004	0.416503	-0.341161	1191.253418	1010.291260	414.443054	401.456573
1	20	0.333333	211.680054	438.988739	2208.764404	0.826487	-0.021462	0.443721	-0.345789	1107.069336	1081.922119	370.971863	435.856873
1	21	0.333333	249.241989	603.782654	2236.424072	0.831872	0.299439	0.325221	0.335494	1124.236450	1157.279175	378.053558	469.560760
1	22	0.666667	195.426727	-58.093681	1712.167236	0.336968	0.445810	0.304395	0.771395	1117.275757	847.888611	380.680084	320.450989
1	23	0.333333	58.176369	231.195908	1888.623657	0.090476	0.516593	0.156809	0.836873	1039.176392	1003.174988	338.941956	398.717560
1	24	0.333333	-100.840744	341.985291	2184.208984	0.164407	0.493747	0.092027	0.848949	965.165527	1038.727661	300.503998	415.535828
1	25	0.333333	-120.667114	494.198608	2219.822021	-0.482796	0.419542	-0.279511	0.716077	956.691589	1107.610107	296.648743	447.544586
1	26	0.666667	502.983704	-406.413635	1379.555664	0.900686	0.290523	0.170304	-0.274513	1348.443359	599.768433	494.771362	199.055923
1	27	0.333333	622.084167	-327.514984	1413.776855	0.900686	0.290523	0.170304	-0.274513	1424.381714	657.938538	528.563110	229.481323
1	28	0.333333	629.243652	-376.960632	1402.717407	0.830991	0.325854	-0.085007	0.442771	1431.140991	623.047424	531.016296	213.125763
1	29	0.333333	564.832092	-473.054504	1409.735352	0.274513	0.170304	-0.290523	0.900686	1382.500977	561.379150	508.864960	182.197327
1	30	0.333333	620.431763	-343.828674	1369.410645	0.830991	0.325854	-0.085007	0.442771	1435.620483	639.542908	533.389832	221.126648
1	31	0.333333	536.364807	-380.984222	1292.599976	0.900686	0.290523	0.170304	-0.274513	1395.510132	599.064453	516.236389	200.540512
