BodyID	JointID	Confidance	X	Y	Z	Qw	Qx	Qy	Qz	X2DColor	Y2DColor	X2DDepth	Y2DDepth
1	0	0.666667	-50.586781	0.838123	1756.449097	0.634185	-0.303256	0.634423	-0.321485	979.499023	881.834412	309.040100	337.683746
1	1	0.666667	-52.799561	-146.604080	1646.453003	0.636866	-0.297910	0.636951	-0.316140	975.412476	795.247986	307.440552	292.771179
1	2	0.666667	-54.461884	-261.645264	1554.841187	0.648485	-0.254684	0.648042	-0.307646	971.650818	720.072815	306.076782	253.597168
1	3	0.666667	-61.067455	-425.528229	1402.470215	0.671067	-0.201895	0.666379	-0.254651	961.640015	594.093872	302.281891	189.382080
1	4	0.666667	-25.404545	-401.785645	1429.284058	0.936902	-0.347462	-0.038288	0.004468	986.357910	614.717773	314.813995	199.627396
1	5	0.666667	121.564583	-396.629425	1439.401978	0.774446	-0.165069	-0.502779	0.346697	1082.986694	619.599243	364.874908	202.512573
1	6	0.666667	193.951401	-196.311890	1628.694824	0.195143	-0.499635	-0.174354	0.825763	1119.929443	764.782654	382.867554	277.369751
1	7	0.666667	92.409782	-77.564323	1447.620483	0.015828	0.220755	0.544440	0.809075	1065.149902	828.795898	355.568665	310.544098
1	8	0.666667	6.656811	-50.470463	1489.710815	0.688099	-0.337425	0.480928	0.425878	1008.591309	848.045288	325.773773	320.401611
1	9	0.666667	26.119007	-21.329506	1383.943115	0.688099	-0.337425	0.480928	0.425878	1020.952271	865.802368	333.019989	329.689514
1	10	0.666667	-4.634343	-47.265129	1369.109619	0.386877	0.006318	0.880597	-0.273560	999.174072	847.327698	321.824066	320.078308
1	11	0.666667	-94.582886	-396.588623	1427.597534	0.345362	0.925754	-0.153802	-0.007080	940.511292	617.799927	291.074005	201.345947
1	12	0.666667	-223.762390	-357.308929	1414.968750	0.217761	0.748739	-0.392578	-0.487702	852.809692	641.175354	246.242996	214.014526
1	13	0.666667	-286.493927	-124.951302	1577.372070	0.524577	0.106445	-0.838687	-0.100459	829.888855	805.218872	233.333344	298.100403
1	14	0.666667	-183.083588	-56.182369	1369.444092	0.584268	0.180400	-0.625898	-0.484084	872.980896	841.661316	256.702698	316.934265
1	15	0.666667	-153.715759	22.576981	1303.379272	0.014357	-0.601881	0.249064	0.758618	886.322998	898.454590	264.472198	346.119171
1	16	0.666667	-123.590446	53.026768	1404.175781	0.014357	-0.601881	0.249064	0.758618	917.043945	918.532410	279.379456	356.388763
1	17	0.666667	-119.605278	-2.813615	1275.736084	0.568913	0.394376	-0.711754	0.119215	909.698792	879.096375	276.495819	336.337311
1	18	0.666667	43.405334	-1.350133	1757.491455	-0.496062	0.437479	-0.519653	0.540829	1031.428589	880.402039	335.949799	337.057159
1	19	0.666667	95.035362	407.845703	1774.977173	0.706125	-0.099652	0.671931	-0.199914	1061.453491	1114.159546	349.973145	450.962402
1	20	0.333333	88.294510	572.062927	2133.631348	0.689728	-0.155251	0.670254	-0.225681	1052.590332	1155.280151	343.849213	469.141541
1	21	0.333333	104.367729	763.515442	2153.756592	0.651645	0.364115	0.581243	0.323938	1060.636230	1249.189819	346.920837	508.622620
1	22	0.666667	-135.343613	2.811369	1755.509155	0.411066	0.515174	0.587096	0.470041	932.508301	883.189819	284.814758	338.248077
1	23	0.666667	-189.462936	411.610413	1756.183716	0.140064	0.731563	0.273677	0.608522	898.773499	1120.182251	270.425659	452.828796
1	24	0.333333	-145.767029	639.206299	2080.572998	0.198392	0.710994	0.259753	0.622620	938.915833	1198.164062	289.399231	487.126160
1	25	0.333333	-154.223312	816.711060	2077.478516	-0.299496	0.691101	-0.314504	0.577728	933.478943	1292.958252	288.036163	525.426575
1	26	0.666667	-62.568024	-476.981873	1335.796509	0.696131	-0.154785	0.680256	-0.169397	957.509277	544.630981	300.926941	165.128540
1	27	0.666667	-62.959740	-360.257690	1218.192627	0.696131	-0.154785	0.680256	-0.169397	950.700928	601.068176	298.279724	192.955902
1	28	0.666667	-37.412285	-410.407318	1205.404785	0.612020	0.371564	0.590463	0.372457	969.932190	559.820190	308.491913	172.487991
1	29	0.666667	21.656990	-504.684692	1274.041016	0.169397	0.680256	0.154785	0.696131	1016.259460	508.787903	331.659607	147.882462
1	30	0.666667	-90.951416	-404.288910	1207.060669	0.612020	0.371564	0.590463	0.372457	928.234070	564.877319	287.037720	175.219299
1	31	0.666667	-149.416748	-504.582153	1276.170410	0.696131	-0.154785	0.680256	-0.169397	890.464111	509.298218	267.724243	148.967194
