BodyID	JointID	Confidance	X	Y	Z	Qw	Qx	Qy	Qz	X2DColor	Y2DColor	X2DDepth	Y2DDepth
1	0	0.666667	-37.781128	123.776436	1995.003418	0.574295	-0.400005	0.562009	-0.440825	986.881775	926.347046	312.811920	367.767273
1	1	0.666667	-41.207409	-31.414509	1949.955200	0.543290	-0.436961	0.533782	-0.478516	984.437439	849.475281	311.696198	328.457642
1	2	0.666667	-44.800224	-158.879913	1929.052002	0.609162	-0.355319	0.584781	-0.400876	982.260315	785.371155	310.669312	295.195862
1	3	0.666667	-45.912979	-337.046265	1845.719727	0.639347	-0.307279	0.611392	-0.350734	979.919983	689.700989	309.949402	245.644287
1	4	0.666667	-15.347617	-309.351532	1862.173706	0.855370	-0.492160	-0.133355	0.091311	996.026245	705.303162	318.221558	253.681290
1	5	0.666667	107.399422	-272.120148	1880.079590	0.743452	-0.270972	-0.376313	0.481914	1058.957275	725.427856	350.862610	264.269196
1	6	0.666667	170.564346	-41.661098	1954.780640	0.310550	-0.441735	-0.141095	0.829772	1089.674072	844.060059	366.144714	325.865265
1	7	0.666667	82.969284	92.828064	1819.152344	-0.280212	-0.581786	-0.421244	0.636836	1048.502930	915.044128	345.259796	362.224152
1	8	0.666667	72.414398	97.507843	1732.679565	-0.170430	-0.503651	-0.512111	0.674561	1043.938965	920.176575	343.340240	364.860352
1	9	0.666667	29.870834	125.498161	1649.072144	-0.170430	-0.503651	-0.512111	0.674561	1019.913635	939.874939	331.434235	374.812622
1	10	0.666667	8.794695	94.353989	1709.527710	0.194203	-0.504138	0.098928	0.835669	1007.836304	919.213379	324.920624	364.333099
1	11	0.666667	-76.149368	-306.670135	1858.528809	0.484334	0.854307	-0.179503	-0.057966	964.601501	706.441467	301.901733	254.272156
1	12	0.666667	-186.817398	-263.437653	1849.612183	0.305043	0.768162	-0.442151	-0.348394	906.700562	728.042114	271.993286	265.569763
1	13	0.666667	-280.246796	-35.930588	1917.340088	-0.458354	-0.295276	0.835692	0.065888	862.298401	847.519226	249.273651	327.200012
1	14	0.666667	-193.971283	81.939018	1762.603149	0.650447	-0.238893	-0.698315	-0.179458	895.527344	911.302429	267.190125	359.867004
1	15	0.666667	-189.905823	64.615608	1670.370728	0.549778	0.014472	-0.737906	-0.391190	891.065063	903.524902	265.367737	355.954803
1	16	0.666667	-151.890228	108.060646	1593.386230	0.549778	0.014472	-0.737906	-0.391190	907.905457	932.214844	274.558044	370.564087
1	17	0.666667	-150.875732	63.296242	1651.868164	0.695778	0.229217	-0.622616	0.275139	912.804565	902.992798	276.498383	355.801025
1	18	0.666667	44.678368	120.798065	1998.992188	-0.496966	0.413754	-0.460064	0.608418	1027.350586	924.573975	333.570312	366.956360
1	19	0.333333	104.038971	478.213440	1982.236206	0.680680	-0.223421	0.577005	-0.392203	1058.172729	1108.738281	348.234222	455.647797
1	20	0.333333	94.858971	752.659058	2193.769043	0.659545	-0.265072	0.599205	-0.368364	1051.226562	1217.392334	343.279785	502.809509
1	21	0.333333	116.664886	914.566895	2147.751709	0.730950	0.235444	0.607787	0.202169	1062.965332	1308.015869	348.135071	538.887878
1	22	0.666667	-112.138481	126.462158	1991.406616	0.493589	0.509208	0.537163	0.456654	950.196106	928.000244	294.050293	368.470001
1	23	0.666667	-110.020248	487.992859	1967.779541	0.310220	0.660858	0.333306	0.596605	949.193115	1116.375732	294.773468	458.831757
1	24	0.333333	-86.923538	771.957764	2171.550049	0.321782	0.653105	0.314020	0.609345	966.127625	1231.273193	302.991150	508.370972
1	25	0.333333	-84.060844	921.441101	2126.475342	-0.202079	0.688676	-0.235775	0.655209	965.879639	1316.834961	303.582062	542.140442
1	26	0.666667	-45.441536	-398.044403	1803.813965	0.764445	-0.209331	0.575697	-0.200944	979.198547	653.691406	309.854462	227.244141
1	27	0.666667	-28.816961	-309.414246	1689.522583	0.764445	-0.209331	0.575697	-0.200944	985.875916	689.092529	313.841583	245.377655
1	28	0.666667	-1.355701	-352.043396	1689.906128	0.682633	0.259060	0.555098	0.398455	1001.385071	665.232422	321.934784	233.161774
1	29	0.666667	40.685154	-421.278076	1771.333984	0.200944	0.575697	0.209331	0.764445	1024.823608	637.375732	333.681396	219.037445
1	30	0.666667	-47.694225	-351.273895	1680.112549	0.682633	0.259060	0.555098	0.398455	974.907837	664.572144	308.249573	232.824188
1	31	0.666667	-105.542122	-436.030640	1739.781738	0.764445	-0.209331	0.575697	-0.200944	944.676697	625.460327	292.449829	213.089813
