BodyID	JointID	Confidance	X	Y	Z	Qw	Qx	Qy	Qz	X2DColor	Y2DColor	X2DDepth	Y2DDepth
1	0	0.666667	19.215979	105.526428	1999.065308	0.707795	-0.344030	0.446274	-0.426039	1014.859985	917.045044	327.168091	363.124908
1	1	0.666667	56.765358	-41.295879	1946.851562	0.674713	-0.375772	0.419896	-0.476703	1033.218262	844.320984	337.006622	325.891632
1	2	0.666667	81.480446	-164.167969	1920.157227	0.733222	-0.277075	0.489848	-0.381660	1045.514648	782.133972	343.632294	293.646515
1	3	0.666667	125.860229	-326.756592	1821.953613	0.761467	-0.236900	0.510490	-0.321631	1069.672241	692.486816	356.689056	247.357376
1	4	0.666667	146.471054	-299.653900	1849.881714	0.834136	-0.466959	-0.257032	0.141779	1079.732300	708.929382	361.768799	255.874969
1	5	0.666667	252.774124	-238.444412	1887.949219	0.612362	-0.315293	-0.526815	0.498066	1133.038940	742.712158	388.987732	273.681000
1	6	0.666667	240.060379	-4.513964	1970.162964	0.358572	-0.501438	-0.354265	0.703194	1123.696777	862.552979	383.376312	335.420593
1	7	0.666667	190.053726	174.609238	1876.148071	-0.235624	0.538190	0.686314	-0.428727	1104.087646	956.843994	373.014221	383.140167
1	8	0.666667	163.940994	254.675385	1856.338013	-0.157331	0.649524	0.582059	-0.463220	1091.664795	1001.312378	366.405334	405.046356
1	9	0.666667	153.579330	342.232300	1815.700073	-0.157331	0.649524	0.582059	-0.463220	1088.215332	1053.709473	364.322449	430.155396
1	10	0.666667	136.750900	246.870361	1799.133545	0.390243	-0.531053	-0.080426	0.747813	1078.942139	1001.295227	360.289917	405.103760
1	11	0.666667	90.130196	-301.166809	1827.990234	0.390921	0.874153	-0.285736	0.037326	1050.871582	706.404297	346.913940	254.417084
1	12	0.666667	-8.403606	-245.589264	1793.883423	0.212483	0.756157	-0.590667	-0.184908	998.861572	733.041077	319.989258	268.059387
1	13	0.666667	-67.561272	0.269786	1801.125122	-0.266853	-0.474572	0.833931	0.090163	967.169983	865.312378	303.456696	336.643707
1	14	0.666667	18.355244	177.453949	1725.262939	-0.366662	-0.154135	0.380192	0.835018	1013.484802	966.738342	327.670532	388.178986
1	15	0.666667	81.235901	245.466293	1715.374146	-0.449786	-0.114619	0.393911	0.793340	1049.786377	1007.236572	345.996796	408.085938
1	16	0.666667	135.543640	322.185272	1698.914429	-0.449786	-0.114619	0.393911	0.793340	1082.224365	1054.773682	361.943359	430.740601
1	17	0.666667	108.278168	239.877670	1694.304932	-0.332166	-0.401158	0.756451	0.395625	1065.914551	1005.632019	354.251495	407.293884
1	18	0.666667	94.985283	114.271317	2028.964478	0.698173	-0.247518	0.400421	-0.539400	1051.510010	920.440918	345.860657	364.878357
1	19	0.333333	59.944138	456.479950	2134.029785	0.795163	-0.158812	0.443125	-0.382277	1034.715210	1080.413574	336.259766	442.643921
1	20	0.333333	-48.339867	713.840942	2334.535645	0.784915	-0.195873	0.468588	-0.354918	987.032593	1177.659058	312.220764	485.921143
1	21	0.333333	-29.505383	879.193359	2309.348633	0.809614	0.193034	0.465912	0.300314	994.838318	1258.708130	316.191132	519.597839
1	22	0.666667	-49.108543	97.640778	1972.103882	0.393351	0.463741	0.486183	0.627571	980.874878	913.934448	309.808838	361.474762
1	23	0.333333	-142.683548	437.047028	2043.812744	0.264851	0.548945	0.387439	0.691668	936.123718	1080.877808	287.765228	442.471985
1	24	0.333333	-231.965012	712.070312	2236.303711	0.321085	0.503929	0.299677	0.743743	901.942017	1191.898682	271.966461	491.210266
1	25	0.333333	-237.099228	860.429443	2192.203125	-0.296657	0.573219	-0.140343	0.750812	895.952393	1272.449951	270.670105	524.088257
1	26	0.666667	145.816147	-380.457336	1776.079468	0.772962	-0.129467	0.618715	-0.054408	1081.452393	659.424622	362.956238	230.556519
1	27	0.666667	141.532593	-261.079407	1694.999023	0.772962	-0.129467	0.618715	-0.054408	1082.406616	716.380249	363.945953	259.792694
1	28	0.666667	172.849548	-297.610291	1680.380493	0.585039	0.345950	0.529045	0.508095	1100.630615	694.378235	373.407166	248.613525
1	29	0.666667	229.394760	-381.471008	1732.755127	0.054408	0.618715	0.129467	0.772962	1129.080811	653.530884	387.556671	228.085388
1	30	0.666667	126.308739	-299.885406	1674.429565	0.585039	0.345950	0.529045	0.508095	1074.263184	692.609436	359.838989	247.504456
1	31	0.666667	84.209335	-404.549347	1708.051270	0.772962	-0.129467	0.618715	-0.054408	1049.304321	638.178101	346.680817	219.577362
