BodyID	JointID	Confidance	X	Y	Z	Qw	Qx	Qy	Qz	X2DColor	Y2DColor	X2DDepth	Y2DDepth
1	0	0.666667	6.439987	98.525108	1956.792236	0.714778	-0.320299	0.429661	-0.449324	1008.332458	914.627197	323.988739	361.901428
1	1	0.666667	41.487320	-47.527103	1907.138916	0.710821	-0.324045	0.426844	-0.455557	1025.687744	840.713440	333.281403	324.023865
1	2	0.666667	69.376823	-164.419769	1867.739380	0.739805	-0.252920	0.455230	-0.426011	1039.947510	779.686218	340.977234	292.374512
1	3	0.666667	111.887321	-330.516174	1780.194214	0.771586	-0.215599	0.474046	-0.365312	1063.269409	686.502991	353.576111	244.259033
1	4	0.666667	131.117126	-304.177795	1808.924438	0.805559	-0.486218	-0.330313	0.074560	1072.887695	703.077820	358.422119	252.830200
1	5	0.666667	228.804245	-248.235901	1867.190308	0.637912	-0.326316	-0.561706	0.413608	1121.837036	736.400513	383.361572	270.344910
1	6	0.666667	235.378235	-29.107481	1976.648193	0.415150	-0.526202	-0.380930	0.636910	1120.879883	850.420288	381.998322	329.188873
1	7	0.666667	214.499008	162.097351	1903.844849	-0.390172	0.555443	0.488646	-0.548156	1115.411621	948.929504	378.681763	379.159668
1	8	0.666667	204.689346	242.720352	1877.500977	-0.288464	0.632232	0.384153	-0.607863	1112.241577	993.303345	376.703979	401.054230
1	9	0.666667	201.418167	322.861542	1825.092407	-0.288464	0.632232	0.384153	-0.607863	1113.816162	1041.802002	377.104218	424.381134
1	10	0.666667	174.496078	251.481293	1841.123779	0.556113	-0.416688	0.101551	0.711897	1097.910278	1000.683533	369.614624	404.723450
1	11	0.666667	77.949898	-302.907806	1781.861572	0.392618	0.865624	-0.304920	0.059755	1045.080078	701.424011	344.133514	251.837677
1	12	0.666667	-16.144089	-246.821518	1741.877441	0.166992	0.809537	-0.504728	-0.249022	993.940796	728.454895	317.698090	265.692841
1	13	0.666667	-107.641403	-22.028536	1800.453613	-0.263451	-0.483052	0.822656	0.143150	945.523071	853.322083	292.270477	330.414978
1	14	0.666667	-25.480070	159.200638	1738.982788	-0.198023	0.150765	-0.451363	0.856929	988.745850	955.533813	314.977295	382.536926
1	15	0.666667	51.440090	209.333282	1734.308594	-0.315731	0.086267	-0.467992	0.820887	1032.379150	984.635864	337.189514	397.037750
1	16	0.666667	125.439049	265.755127	1748.801514	-0.315731	0.086267	-0.467992	0.820887	1074.347900	1016.239990	358.109436	412.379272
1	17	0.666667	59.752628	220.472610	1672.260010	-0.205813	0.076777	0.261182	0.939963	1037.747437	995.808350	340.211548	402.548462
1	18	0.666667	79.372795	104.327980	1991.202515	0.699563	-0.220393	0.384115	-0.560798	1044.386719	916.545166	342.373230	362.914154
1	19	0.333333	52.422054	442.955994	2094.229248	0.814415	-0.121033	0.425966	-0.375010	1031.361816	1077.908691	334.748383	441.497742
1	20	0.333333	-68.296768	685.159668	2298.813721	0.784983	-0.192997	0.448426	-0.381403	977.715454	1169.440674	307.804901	482.341431
1	21	0.333333	-42.609020	846.603149	2269.315918	0.828236	0.180759	0.449475	0.281642	988.451843	1250.351562	313.292023	516.227783
1	22	0.666667	-59.326733	93.292404	1925.763062	0.416191	0.457193	0.419559	0.664627	974.716309	912.875549	306.839935	360.936401
1	23	0.333333	-142.840744	425.500824	2017.423584	0.290875	0.524833	0.331109	0.728223	934.954346	1077.825195	287.261932	441.060181
1	24	0.333333	-238.789917	689.881714	2213.436523	0.351083	0.485165	0.289981	0.746503	897.663208	1184.700195	269.894012	488.098145
1	25	0.333333	-235.321365	835.140564	2166.044678	-0.277265	0.553205	-0.134126	0.774015	895.386597	1264.814697	270.355530	521.068665
1	26	0.666667	132.433044	-386.154663	1738.617310	0.858130	-0.087524	0.500134	-0.076284	1075.357666	651.982544	359.992188	226.739700
1	27	0.666667	156.623901	-265.207825	1667.285400	0.858130	-0.087524	0.500134	-0.076284	1092.079956	711.532959	369.095795	257.371582
1	28	0.666667	189.018158	-302.227051	1660.697632	0.660730	0.291759	0.415537	0.552848	1110.872681	689.689514	378.770752	246.311981
1	29	0.666667	223.785049	-389.770325	1722.042847	0.076284	0.500134	0.087524	0.858130	1126.577515	647.697266	386.313812	225.111786
1	30	0.666667	146.842163	-301.836700	1641.454590	0.660730	0.291759	0.415537	0.552848	1087.289307	687.994019	366.753265	245.245102
1	31	0.666667	93.409973	-404.051178	1655.391968	0.858130	-0.087524	0.500134	-0.076284	1055.490723	631.309570	350.162201	216.168839
