BodyID	JointID	Confidance	X	Y	Z	Qw	Qx	Qy	Qz	X2DColor	Y2DColor	X2DDepth	Y2DDepth
1	0	0.666667	10.533395	113.683258	1958.672852	0.729314	-0.268773	0.430486	-0.458851	1010.403564	922.240356	325.037659	365.762573
1	1	0.666667	43.054878	-32.504326	1899.105103	0.729326	-0.268762	0.430493	-0.458832	1026.538208	848.297607	333.744263	327.951874
1	2	0.666667	69.891586	-148.559036	1849.978271	0.747439	-0.224735	0.429131	-0.454615	1040.438965	787.097412	341.303833	296.237427
1	3	0.666667	112.302132	-320.092865	1764.853394	0.781489	-0.189598	0.445772	-0.393211	1063.893311	690.556702	353.979828	246.349472
1	4	0.666667	130.643753	-294.093475	1795.649048	0.807206	-0.496796	-0.317159	0.031986	1073.052734	707.219910	358.574463	254.969940
1	5	0.666667	233.542679	-246.727997	1857.669800	0.609936	-0.327292	-0.597957	0.404111	1124.814941	736.506348	384.929199	270.426239
1	6	0.666667	223.128143	-25.943428	1973.733398	0.371571	-0.555973	-0.394420	0.630287	1115.006104	851.972168	379.003815	329.978149
1	7	0.666667	200.989395	164.096252	1888.299316	0.436514	0.354953	0.656208	0.502847	1109.170776	950.679138	375.586212	380.055084
1	8	0.666667	173.144852	245.571259	1875.886841	0.648303	-0.096538	0.739784	0.151997	1095.708130	994.959595	368.409149	401.931030
1	9	0.666667	159.403473	250.866531	1779.386719	0.648303	-0.096538	0.739784	0.151997	1092.221436	1005.084839	367.019867	406.909698
1	10	0.666667	157.445007	237.744095	1797.065674	0.229082	0.338271	0.827938	-0.384203	1090.340088	996.292358	366.075836	402.633606
1	11	0.666667	79.104858	-290.325867	1763.621948	0.383589	0.853807	-0.337631	0.099394	1045.989380	706.510498	344.697845	254.471313
1	12	0.666667	-10.268428	-230.887680	1712.683105	0.213889	0.707810	-0.667842	-0.085108	996.793274	734.987305	319.332825	269.094452
1	13	0.666667	-34.049145	18.860222	1670.659058	-0.230037	-0.443571	0.866172	0.008640	982.484253	876.029968	312.074036	342.252045
1	14	0.666667	72.182869	182.750702	1587.728760	-0.364452	-0.043336	0.387875	0.845488	1046.237915	978.777649	345.105865	394.235046
1	15	0.666667	138.372192	243.157898	1560.466553	-0.450952	-0.002497	0.390281	0.802693	1088.974121	1019.925049	366.504456	414.205139
1	16	0.666667	195.297333	312.808990	1527.076660	-0.450952	-0.002497	0.390281	0.802693	1128.311523	1070.242920	385.499207	437.762817
1	17	0.666667	143.778381	241.726990	1534.599243	-0.468159	-0.354052	0.689952	0.423603	1093.624512	1021.613037	368.981750	415.012024
1	18	0.666667	82.575760	113.434639	1998.615112	0.701370	-0.199669	0.376857	-0.571131	1045.895386	920.868713	343.100494	365.101959
1	19	0.333333	59.582657	457.611176	2107.316650	0.803606	-0.118190	0.409755	-0.415149	1034.724976	1083.767944	336.344849	444.205505
1	20	0.333333	-50.851063	721.712341	2301.024414	0.779894	-0.161042	0.419721	-0.435505	985.398804	1186.078003	311.557281	489.529449
1	21	0.333333	-4.772477	881.669373	2270.464355	0.862514	0.182961	0.406394	0.239664	1005.543579	1266.955322	321.323639	522.933655
1	22	0.666667	-54.430378	113.907448	1922.655273	0.454230	0.435479	0.415376	0.656883	977.111938	923.564087	308.100464	366.359070
1	23	0.333333	-129.599823	460.200989	1993.019653	0.303281	0.514306	0.312551	0.738797	940.374695	1098.578857	290.206970	450.668091
1	24	0.333333	-229.849167	729.011475	2192.231689	0.387347	0.459795	0.260413	0.755471	900.295471	1207.093384	271.571320	497.600220
1	25	0.333333	-212.920563	876.197327	2144.312256	-0.257851	0.514559	-0.137364	0.806147	904.507935	1290.067383	275.059357	531.142822
1	26	0.666667	133.950043	-377.920990	1724.440308	0.823622	-0.075502	0.545675	-0.134855	1076.670166	654.750549	360.750061	228.160263
1	27	0.666667	166.039551	-261.113983	1644.439941	0.823622	-0.075502	0.545675	-0.134855	1098.571777	711.753357	372.574615	257.544037
1	28	0.666667	193.269821	-302.910461	1636.166016	0.677746	0.332462	0.439238	0.487031	1114.690430	686.671631	380.864441	244.815887
1	29	0.666667	223.628738	-393.930359	1698.696655	0.134855	0.545675	0.075502	0.823622	1127.896729	642.429932	387.085693	222.483475
1	30	0.666667	148.894669	-297.649323	1620.863281	0.677746	0.332462	0.439238	0.487031	1089.352783	688.204285	367.941223	245.378235
1	31	0.666667	83.758034	-393.533997	1644.815674	0.823622	-0.075502	0.545675	-0.134855	1050.146484	635.868164	347.470764	218.437469
