BodyID	JointID	Confidance	X	Y	Z	Qw	Qx	Qy	Qz	X2DColor	Y2DColor	X2DDepth	Y2DDepth
1	0	0.666667	21.108316	130.406464	1952.732788	0.542360	-0.434611	0.510778	-0.506028	1015.694153	930.893799	327.767151	370.145844
1	1	0.666667	15.179380	-35.836609	1936.085205	0.500779	-0.473526	0.474926	-0.547210	1012.452881	847.017334	326.279968	327.248718
1	2	0.666667	8.497931	-169.199966	1941.780884	0.578880	-0.425752	0.482527	-0.500801	1008.989319	780.698181	324.530884	292.801605
1	3	0.666667	15.008137	-370.865967	1915.743164	0.617176	-0.385685	0.515115	-0.452765	1011.817810	679.258179	326.228394	240.290619
1	4	0.666667	44.885632	-337.647125	1926.395630	0.774509	-0.613812	-0.151707	0.018867	1026.770874	696.563232	333.942719	249.219452
1	5	0.666667	172.581528	-308.784149	1954.772461	0.649014	-0.450382	-0.292389	0.538930	1089.406372	712.766052	366.302063	257.884308
1	6	0.666667	236.834717	-59.432430	1927.344604	-0.094690	-0.491503	0.216239	0.838271	1123.950928	834.698853	383.869385	321.123535
1	7	0.666667	128.399185	-140.135330	1757.149414	0.515104	0.248353	0.683984	-0.452940	1073.608276	787.450012	358.978973	296.565552
1	8	0.666667	105.139809	-151.834534	1670.753418	0.137482	-0.214647	0.695299	-0.672001	1062.824951	776.733337	353.886871	290.992493
1	9	0.666667	17.042660	-200.767441	1680.605957	0.137482	-0.214647	0.695299	-0.672001	1011.989075	749.557800	327.414185	276.700653
1	10	0.666667	64.466980	-186.232834	1650.009888	-0.140959	-0.430402	-0.247227	0.856600	1039.490601	755.740356	341.910309	280.003021
1	11	0.666667	-17.251467	-337.699402	1915.634521	0.601390	0.775879	-0.186380	0.040056	995.736267	695.692322	317.845642	248.712036
1	12	0.666667	-131.529510	-307.994934	1880.348267	0.390742	0.735579	-0.485217	-0.266098	936.958618	707.660461	287.484680	254.951294
1	13	0.666667	-233.775558	-64.779846	1883.589233	-0.437012	0.001316	0.881198	-0.180301	883.755859	832.123901	260.191284	319.345734
1	14	0.666667	-97.749367	-99.974373	1714.180420	0.374620	-0.045454	-0.335923	0.862989	947.529663	808.513733	293.687347	307.265045
1	15	0.666667	-22.805698	-159.544235	1697.619141	0.217688	-0.103584	-0.322770	0.915260	989.522217	774.029236	315.589966	289.385742
1	16	0.666667	65.152779	-205.859268	1702.504517	0.217688	-0.103584	-0.322770	0.915260	1039.258911	748.093079	341.496918	276.006348
1	17	0.666667	-9.474069	-159.923477	1643.839966	0.289557	0.194058	0.281410	0.894040	996.316772	770.794434	319.440674	287.734222
1	18	0.666667	106.031639	126.518356	1961.314697	0.552150	-0.362107	0.467992	-0.587361	1058.129272	928.499329	349.487091	368.975037
1	19	0.666667	154.057358	496.991638	1995.613647	0.636433	-0.285352	0.518366	-0.494797	1083.180176	1116.886230	360.343689	459.217072
1	20	0.333333	163.757309	828.855530	2130.930176	0.618583	-0.315667	0.583662	-0.420771	1085.623779	1267.268066	359.134186	522.880066
1	21	0.333333	188.920441	985.582092	2055.951904	0.738969	0.188224	0.632373	0.136386	1101.879272	1367.824951	365.298523	560.770752
1	22	0.666667	-55.470787	133.912552	1944.994263	0.431212	0.567213	0.502589	0.489622	977.072754	933.126343	308.000916	371.174561
1	23	0.333333	-49.718491	505.809662	1990.710815	0.346637	0.640917	0.404429	0.552725	980.470276	1122.567749	310.024292	461.813354
1	24	0.333333	-27.305449	832.453979	2145.817139	0.372226	0.609156	0.297092	0.634124	993.799194	1266.493408	316.226196	522.759705
1	25	0.333333	-11.700563	983.759888	2091.499023	-0.183602	0.645865	-0.216949	0.708577	1000.692261	1358.017944	319.703033	557.634033
1	26	0.666667	19.548796	-444.061401	1893.806030	0.813357	-0.251150	0.457946	-0.256243	1013.887756	640.627075	327.436371	220.617828
1	27	0.666667	63.677391	-370.254700	1770.197998	0.813357	-0.251150	0.457946	-0.256243	1037.342651	664.376465	340.175842	232.801117
1	28	0.666667	91.727303	-412.290924	1784.240234	0.756321	0.146227	0.501406	0.393939	1052.114502	643.651062	347.742493	222.337921
1	29	0.666667	114.435699	-468.254852	1886.536865	0.256243	0.457946	0.251150	0.813357	1061.780273	627.519104	352.224762	214.232697
1	30	0.666667	47.682751	-415.455322	1763.016113	0.756321	0.146227	0.501406	0.393939	1028.639771	639.413208	335.699615	220.083878
1	31	0.666667	-24.150688	-495.889252	1821.705566	0.813357	-0.251150	0.457946	-0.256243	990.671753	605.141846	315.818542	202.788025
