BodyID	JointID	Confidance	X	Y	Z	Qw	Qx	Qy	Qz	X2DColor	Y2DColor	X2DDepth	Y2DDepth
1	0	0.666667	195.350983	133.726562	2058.025635	0.622386	-0.421912	0.608886	-0.252753	1098.953491	928.959351	369.912659	369.145142
1	1	0.666667	218.297867	-9.770573	1966.656982	0.644771	-0.358121	0.648460	-0.188464	1113.058838	859.953003	377.987762	334.077118
1	2	0.666667	230.370346	-106.864388	1870.430176	0.603494	-0.426451	0.657119	-0.148762	1123.379639	809.178223	383.962250	307.974701
1	3	0.666667	249.960220	-261.982056	1731.898560	0.613480	-0.372381	0.689201	-0.099887	1141.297607	718.762451	393.953949	261.489380
1	4	0.666667	276.967896	-226.807983	1747.945923	0.857577	-0.331467	-0.044296	0.390807	1155.367798	739.220520	401.009338	272.129181
1	5	0.666667	371.958649	-130.573380	1722.760620	0.679470	-0.428549	-0.077954	0.590414	1211.771973	790.800171	429.175385	299.056061
1	6	0.666667	449.244507	100.524872	1616.376221	0.589099	-0.435268	-0.016536	0.680611	1275.252075	925.994263	458.606506	367.069122
1	7	0.666667	465.533264	282.690521	1488.500610	-0.407688	0.671004	0.237981	-0.571759	1313.172729	1055.666504	473.172699	428.185028
1	8	0.666667	481.801361	352.237335	1429.486206	-0.459063	0.645982	0.299315	-0.531394	1339.427612	1114.666870	482.908813	453.989624
1	9	0.666667	508.423492	443.165955	1386.679565	-0.459063	0.645982	0.299315	-0.531394	1372.712891	1192.691406	493.852600	486.107758
1	10	0.666667	461.666046	399.760651	1418.810913	0.729162	-0.286967	0.195310	0.589769	1328.945801	1151.882324	476.850983	470.397217
1	11	0.666667	217.345108	-247.050919	1763.047119	0.405484	0.898414	0.027031	-0.166444	1121.478394	729.488647	383.686340	266.816956
1	12	0.666667	98.005135	-236.116760	1803.664185	0.188999	0.803373	-0.323350	-0.462943	1055.666016	738.568237	349.507111	271.087830
1	13	0.666667	-0.137463	-47.954350	1972.069580	0.354935	0.613037	-0.611676	-0.352219	1005.058777	841.420105	322.298096	324.325745
1	14	0.666667	-0.948134	178.031754	1971.535522	0.675690	-0.006323	0.172938	-0.716586	1004.810181	954.414185	322.091675	381.917358
1	15	0.000000	-0.107802	275.911682	1990.786743	-0.422031	0.059299	-0.162576	0.889911	1005.436768	1003.094604	322.305969	405.915588
1	16	0.000000	64.963097	354.643188	1994.024536	-0.422031	0.059299	-0.162576	0.889911	1037.947266	1043.046387	338.558807	425.165070
1	17	0.000000	61.707577	284.307648	1982.713867	-0.241800	-0.455038	0.320859	0.794684	1036.229492	1007.836670	337.890686	408.261719
1	18	0.666667	280.557343	152.798737	2049.471436	-0.470852	0.527755	-0.385844	0.592366	1140.282715	938.467285	390.699738	373.810181
1	19	0.666667	280.382538	524.545776	1948.590576	0.716769	-0.234414	0.610300	-0.242541	1150.330322	1138.135742	392.616333	468.083679
1	20	0.333333	229.796509	757.869507	2228.799072	0.666764	-0.349964	0.589999	-0.291293	1112.443970	1214.059937	372.176849	500.989502
1	21	0.333333	211.810883	929.217102	2175.812500	0.682058	0.169069	0.661368	0.262307	1107.613892	1309.380493	368.470581	539.021729
1	22	0.666667	118.516663	116.528343	2065.739258	0.469720	0.461712	0.550519	0.512947	1062.122925	920.527100	351.155975	364.913116
1	23	0.666667	67.583229	497.552032	2048.996338	0.190881	0.659166	0.285903	0.668823	1039.144287	1110.506958	338.614807	456.461456
1	24	0.333333	45.959774	732.745605	2336.395508	0.222852	0.625083	0.433860	0.609404	1028.001953	1185.847778	331.924286	489.522217
1	25	0.333333	-2.365779	883.000000	2285.485840	-0.271746	0.752763	-0.130550	0.585200	1006.732544	1264.799805	321.835327	522.074280
1	26	0.666667	252.322021	-311.957764	1671.282227	0.815539	-0.061520	0.574506	-0.032470	1146.612305	685.076782	396.915100	244.342484
1	27	0.666667	261.839752	-173.435699	1603.270752	0.815539	-0.061520	0.574506	-0.032470	1158.745850	759.743042	403.518524	282.783783
1	28	0.666667	296.060059	-211.458344	1586.430176	0.599633	0.362736	0.449738	0.553713	1180.698975	735.603577	414.674683	270.602600
1	29	0.666667	346.852722	-310.534058	1636.253784	0.032470	0.574506	0.061520	0.815539	1204.925903	681.717712	426.271912	243.496597
1	30	0.666667	247.355042	-210.890564	1573.852661	0.599633	0.362736	0.449738	0.553713	1152.071655	735.055664	400.351654	270.039215
1	31	0.666667	195.299576	-324.811066	1588.161133	0.815539	-0.061520	0.574506	-0.032470	1118.576782	668.269775	383.094879	235.494415
