BodyID	JointID	Confidance	X	Y	Z	Qw	Qx	Qy	Qz	X2DColor	Y2DColor	X2DDepth	Y2DDepth
1	0	0.666667	152.631256	144.438873	2076.771484	0.594608	-0.436368	0.548034	-0.394567	1078.123291	933.552124	359.209045	371.471802
1	1	0.666667	167.875061	-20.321728	2026.011963	0.595652	-0.434913	0.549189	-0.392989	1086.083008	855.108337	363.953217	331.529266
1	2	0.666667	180.037781	-151.198853	1982.790039	0.615883	-0.361434	0.632980	-0.298982	1092.786133	790.898987	367.833771	298.349121
1	3	0.666667	184.309006	-325.644531	1864.847168	0.637876	-0.309509	0.659926	-0.248629	1098.618042	696.858337	371.433197	249.800415
1	4	0.666667	216.257996	-295.445618	1882.967041	0.880724	-0.413845	-0.110067	0.202343	1114.323853	713.622681	379.435883	258.541931
1	5	0.666667	340.222900	-233.383224	1886.628296	0.732949	-0.262868	-0.286350	0.558291	1177.946289	744.994324	411.702423	275.252777
1	6	0.666667	397.225433	26.376291	1920.473145	0.463751	-0.352390	-0.164065	0.796140	1206.775513	878.170532	425.000153	343.387787
1	7	0.666667	324.882904	218.543213	1828.460693	0.600682	-0.470481	-0.629251	0.147893	1179.618408	983.471985	410.446045	395.852783
1	8	0.666667	339.386749	295.623077	1879.203613	0.608584	-0.431229	-0.656773	0.110984	1183.919434	1021.925415	411.561096	414.306702
1	9	0.000000	351.196899	369.160889	1952.967773	0.608584	-0.431229	-0.656773	0.110984	1184.605347	1054.551514	410.873383	429.657043
1	10	0.666667	292.935577	293.000122	1943.736572	0.681847	0.233460	-0.494464	0.485887	1154.567627	1015.202881	397.080139	411.347229
1	11	0.666667	151.236816	-299.321472	1887.378906	0.434726	0.874101	-0.136547	-0.168275	1081.004883	712.169983	362.255249	257.541565
1	12	0.666667	35.638565	-250.200485	1909.763794	0.251190	0.735720	-0.375171	-0.504842	1022.343933	738.652466	331.673645	270.980896
1	13	0.666667	-21.386255	-30.127420	2061.193115	-0.428323	-0.530912	0.632590	0.366744	995.746582	850.954895	317.109955	329.208771
1	14	0.666667	-5.586194	194.507553	2026.447998	0.639501	-0.176986	0.154798	-0.731951	1003.010864	960.156860	320.949493	384.754486
1	15	0.000000	-1.996905	294.736664	2018.825806	-0.378386	0.216532	-0.091652	0.895286	1004.739624	1010.639771	321.838562	409.567383
1	16	0.000000	61.873093	368.636505	1986.023315	-0.378386	0.216532	-0.091652	0.895286	1036.506714	1051.026245	337.835388	428.949280
1	17	0.000000	49.040497	302.996735	1985.526123	-0.391585	-0.301239	0.397215	0.773393	1029.935181	1017.233887	334.669922	412.806793
1	18	0.666667	240.742233	152.087280	2078.406494	-0.444300	0.500615	-0.378484	0.639321	1119.755249	937.114380	380.286621	373.187439
1	19	0.666667	281.118774	519.896484	1960.423706	0.728769	-0.197182	0.595821	-0.273885	1149.846924	1133.925049	392.425873	466.224304
1	20	0.333333	229.167023	755.277649	2242.665039	0.715953	-0.221855	0.584116	-0.311449	1111.545166	1210.550781	371.769531	499.534546
1	21	0.333333	242.790726	935.158325	2220.588867	0.730621	0.255921	0.566628	0.282189	1120.204834	1302.846924	374.191681	536.358826
1	22	0.666667	73.177711	137.541977	2075.297119	0.550852	0.467710	0.479398	0.497982	1040.603882	930.389832	340.052734	369.879791
1	23	0.666667	90.395744	524.359924	2051.114746	0.319995	0.614973	0.265279	0.670103	1050.382935	1123.939819	344.037598	462.497314
1	24	0.333333	75.834602	807.589111	2296.566162	0.333516	0.612402	0.343466	0.629096	1041.533569	1226.788818	338.303528	506.685699
1	25	0.333333	72.414825	964.164978	2237.982422	-0.207366	0.680645	-0.186171	0.677541	1040.949951	1313.721313	337.691589	541.116333
1	26	0.666667	184.733994	-383.153107	1810.326172	0.729372	-0.197397	0.633621	-0.166059	1100.878418	661.767029	372.782715	231.912598
1	27	0.666667	185.751862	-280.191620	1693.283813	0.729372	-0.197397	0.633621	-0.166059	1107.436646	705.395935	376.846466	254.324356
1	28	0.666667	214.775391	-325.590057	1686.569458	0.633165	0.308457	0.587618	0.398322	1124.025635	679.160095	385.325989	241.056564
1	29	0.666667	271.172180	-405.111603	1761.541504	0.166059	0.633621	0.197397	0.729372	1149.925415	644.138855	397.918518	223.628845
1	30	0.666667	164.185928	-324.360596	1683.124390	0.633165	0.308457	0.587618	0.398322	1095.434814	679.623718	370.693878	241.010773
1	31	0.666667	111.371933	-419.541351	1748.754395	0.729372	-0.197397	0.633621	-0.166059	1063.430176	635.258728	353.753723	218.183624
