BodyID	JointID	Confidance	X	Y	Z	Qw	Qx	Qy	Qz	X2DColor	Y2DColor	X2DDepth	Y2DDepth
1	0	0.666667	68.834122	87.194534	1961.827881	0.515392	-0.397004	0.564245	-0.508318	1039.436523	908.675354	339.979309	358.925568
1	1	0.666667	44.700123	-64.884811	1936.315063	0.487338	-0.426745	0.542101	-0.535273	1027.191772	832.387268	333.949310	319.703644
1	2	0.666667	24.637568	-187.717682	1927.396118	0.564683	-0.345561	0.561352	-0.496593	1016.945984	770.820068	328.748108	287.682526
1	3	0.666667	1.049200	-368.149933	1872.948853	0.602688	-0.299431	0.587256	-0.449710	1004.486206	676.444580	322.611389	238.847137
1	4	0.666667	33.568272	-343.758667	1886.602173	0.817496	-0.566516	-0.099214	0.030278	1021.136047	689.986877	331.192047	245.829834
1	5	0.666667	155.941467	-323.508606	1902.598877	0.723332	-0.501452	-0.270488	0.390093	1082.805908	701.303101	363.113495	251.951721
1	6	0.666667	288.748749	-121.489464	1902.617920	0.111609	-0.514190	0.245409	0.814203	1151.321655	802.629272	398.055603	304.703003
1	7	0.666667	198.187485	-135.821350	1721.600342	0.345129	-0.162582	0.802160	0.459339	1113.867188	788.116333	379.916138	297.098572
1	8	0.666667	136.409210	-124.249100	1665.506348	0.259442	-0.019733	0.818232	0.512637	1081.199219	792.306763	363.399475	299.155945
1	9	0.666667	54.675518	-102.155945	1623.457886	0.259442	-0.019733	0.818232	0.512637	1034.221069	803.673279	339.260162	304.935913
1	10	0.666667	123.100410	-147.763458	1631.685425	0.310181	-0.133559	0.912945	-0.229088	1074.445312	776.967102	360.140564	291.177826
1	11	0.666667	-23.896942	-333.415680	1879.044189	0.534058	0.798633	-0.266294	-0.077808	991.866821	694.590088	315.997040	248.151581
1	12	0.666667	-121.240654	-274.916138	1860.617798	0.292040	0.661869	-0.604957	-0.332669	941.351868	722.900146	289.809723	262.807495
1	13	0.666667	-132.748367	-29.783428	1882.054688	-0.442664	0.022347	0.896406	-0.002157	935.821777	849.931580	286.883728	328.613464
1	14	0.666667	-8.000202	-38.408264	1719.000610	0.307670	0.302324	-0.037732	0.901397	998.294678	843.176331	319.990479	325.319000
1	15	0.666667	49.873104	-80.317169	1663.125122	0.145403	0.291077	-0.089987	0.941294	1031.174561	817.846252	337.414551	312.276245
1	16	0.666667	123.118668	-100.884888	1609.775391	0.145403	0.291077	-0.089987	0.941294	1075.413818	803.770752	360.713440	305.113281
1	17	0.666667	46.229908	-96.998848	1643.634155	0.098539	0.279936	0.549595	0.780943	1029.109253	807.479980	336.473694	306.893341
1	18	0.666667	147.427505	74.079483	1965.659546	-0.491858	0.385595	-0.486207	0.610733	1078.419434	901.899414	360.005188	355.501526
1	19	0.666667	224.054428	415.825592	1968.215332	0.627364	-0.253759	0.566290	-0.470465	1119.145508	1077.427246	378.571228	440.963013
1	20	0.333333	252.185196	709.613586	2126.127441	0.596617	-0.303094	0.599627	-0.438896	1127.424072	1207.207642	379.688568	497.994019
1	21	0.333333	283.564270	853.705994	2054.607910	0.736174	0.208235	0.634852	0.107932	1148.475098	1296.500488	387.747498	533.551758
1	22	0.666667	-2.036996	99.020943	1958.372681	0.462807	0.576771	0.505399	0.444654	1004.109192	914.856812	321.809937	362.008270
1	23	0.333333	30.748680	446.987335	1974.159546	0.347374	0.678138	0.358084	0.539664	1021.027405	1093.351685	330.042816	448.669006
1	24	0.333333	85.232437	738.076233	2137.583252	0.397378	0.643575	0.321245	0.569828	1047.417358	1219.728394	341.641327	503.809753
1	25	0.333333	102.514061	873.994751	2074.604492	-0.120511	0.687149	-0.224412	0.680399	1057.316406	1302.910645	345.835205	536.989197
1	26	0.666667	-5.684030	-432.022461	1841.607666	0.613259	-0.181157	0.714254	-0.284493	1000.633240	640.534363	320.806854	220.562195
1	27	0.666667	-6.266972	-355.764435	1723.507568	0.613259	-0.181157	0.714254	-0.284493	999.033691	667.056458	320.527863	234.080139
1	28	0.666667	7.043777	-402.733826	1719.686768	0.634807	0.376957	0.633151	0.232473	1006.311584	640.831421	324.358063	220.753098
1	29	0.666667	52.929600	-477.394806	1787.664673	0.284493	0.714254	0.181157	0.613259	1031.196411	609.870056	336.890991	205.237701
1	30	0.666667	-36.399181	-389.500702	1725.152100	0.634807	0.376957	0.633151	0.232473	982.331726	648.820679	311.888824	224.788773
1	31	0.666667	-88.714180	-451.557983	1806.091675	0.613259	-0.181157	0.714254	-0.284493	956.345825	626.055786	298.124481	213.325455
